x,y,z
-37,-32,3575.28
-37,-31,3478.34
-37,-30,3378.34
-37,-29,3281.6
-37,-28,3189.19
-37,-27,3098.16
-37,-26,3006.92
-37,-25,2919.56
-37,-24,2834.07
-37,-23,2748.29
-37,-22,2665.86
-37,-21,2585.99
-37,-20,2510.47
-37,-19,2433.81
-37,-18,2357.97
-37,-17,2288.21
-37,-16,2218.26
-37,-15,2148.48
-37,-14,2081.83
-37,-13,2018.05
-37,-12,1957.78
-37,-11,1896.93
-37,-10,1840.26
-37,-9,1782.71
-37,-8,1728.92
-37,-7,1677.48
-37,-6,1624.42
-37,-5,1578.86
-37,-4,1531.86
-37,-3,1489.85
-37,-2,1446.81
-37,-1,1408.45
-37,0,1369.2
-37,1,1331.75
-37,2,1297.75
-37,3,1265.04
-37,4,1237.23
-37,5,1208.04
-37,6,1183.46
-37,7,1159.75
-37,8,1136.8
-37,9,1117.07
-37,10,1100.0
-37,11,1082.31
-37,12,1068.04
-37,13,1057.28
-37,14,1047.5
-37,15,1037.19
-37,16,1032.18
-37,17,1027.59
-37,18,1026.78
-37,19,1026.86
-37,20,1029.62
-37,21,1031.22
-37,22,1039.04
-37,23,1045.95
-37,24,1057.33
-37,25,1068.33
-37,26,1081.63
-37,27,1099.31
-37,28,1117.92
-37,29,1136.64
-37,30,1159.43
-37,31,1183.72
-37,32,1208.43
-37,33,1238.02
-37,34,1266.01
-37,35,1298.81
-37,36,1332.66
-37,37,1369.1
-37,38,1407.23
-37,39,1447.48
-37,40,1490.61
-37,41,1533.32
-37,42,1580.49
-37,43,1626.21
-37,44,1679.75
-37,45,1729.16
-37,46,1781.56
-37,47,1838.36
-37,48,1897.32
-37,49,1956.95
-37,50,2020.23
-36,-50,5595.92
-36,-49,5460.89
-36,-48,5327.26
-36,-47,5199.71
-36,-46,5068.56
-36,-45,4941.39
-36,-44,4815.46
-36,-43,4694.75
-36,-42,4570.31
-36,-41,4451.49
-36,-40,4335.99
-36,-39,4221.43
-36,-38,4106.78
-36,-37,3995.77
-36,-36,3886.99
-36,-35,3779.14
-36,-34,3678.23
-36,-33,3570.91
-36,-32,3468.66
-36,-31,3373.77
-36,-30,3276.65
-36,-29,3181.81
-36,-28,3088.18
-36,-27,2997.12
-36,-26,2908.66
-36,-25,2820.49
-36,-24,2737.27
-36,-23,2652.22
-36,-22,2571.29
-36,-21,2493.49
-36,-20,2414.91
-36,-19,2341.11
-36,-18,2266.51
-36,-17,2196.6
-36,-16,2129.6
-36,-15,2060.41
-36,-14,1995.8
-36,-13,1933.77
-36,-12,1872.24
-36,-11,1812.56
-36,-10,1756.6
-36,-9,1700.09
-36,-8,1647.44
-36,-7,1595.36
-36,-6,1548.76
-36,-5,1501.05
-36,-4,1455.93
-36,-3,1412.18
-36,-2,1373.92
-36,-1,1332.86
-36,0,1295.41
-36,1,1261.08
-36,2,1227.87
-36,3,1197.12
-36,4,1168.02
-36,5,1140.6
-36,6,1115.83
-36,7,1091.87
-36,8,1071.21
-36,9,1052.81
-36,10,1036.07
-36,11,1020.68
-36,12,1008.06
-36,13,995.59
-36,14,987.27
-36,15,981.18
-36,16,976.15
-36,17,974.31
-36,18,970.81
-36,19,972.89
-36,20,976.73
-36,21,981.54
-36,22,986.83
-36,23,996.03
-36,24,1007.2
-36,25,1019.9
-36,26,1036.06
-36,27,1051.32
-36,28,1071.82
-36,29,1093.88
-36,30,1115.27
-36,31,1140.11
-36,32,1168.18
-36,33,1197.15
-36,34,1228.15
-36,35,1262.66
-36,36,1295.45
-36,37,1331.88
-36,38,1372.92
-36,39,1414.2
-36,40,1456.42
-36,41,1501.24
-36,42,1546.16
-36,43,1597.93
-36,44,1647.83
-36,45,1700.39
-36,46,1753.75
-36,47,1813.69
-36,48,1872.25
-36,49,1933.1
-36,50,1995.89
-35,-50,5472.97
-35,-49,5341.08
-35,-48,5207.95
-35,-47,5080.36
-35,-46,4949.92
-35,-45,4824.47
-35,-44,4701.49
-35,-43,4577.53
-35,-42,4459.03
-35,-41,4342.62
-35,-40,4225.37
-35,-39,4111.77
-35,-38,3998.82
-35,-37,3888.91
-35,-36,3781.42
-35,-35,3673.76
-35,-34,3569.97
-35,-33,3468.35
-35,-32,3368.81
-35,-31,3272.87
-35,-30,3173.47
-35,-29,3081.06
-35,-28,2988.24
-35,-27,2899.36
-35,-26,2812.86
-35,-25,2724.69
-35,-24,2642.27
-35,-23,2558.8
-35,-22,2480.87
-35,-21,2399.94
-35,-20,2325.42
-35,-19,2250.75
-35,-18,2178.45
-35,-17,2107.91
-35,-16,2041.08
-35,-15,1976.03
-35,-14,1910.53
-35,-13,1848.55
-35,-12,1788.06
-35,-11,1730.61
-35,-10,1674.42
-35,-9,1619.57
-35,-8,1569.45
-35,-7,1519.19
-35,-6,1471.66
-35,-5,1422.99
-35,-4,1380.93
-35,-3,1338.88
-35,-2,1300.83
-35,-1,1260.37
-35,0,1224.46
-35,1,1191.5
-35,2,1159.12
-35,3,1127.49
-35,4,1100.18
-35,5,1075.19
-35,6,1050.63
-35,7,1029.05
-35,8,1009.99
-35,9,992.58
-35,10,975.06
-35,11,962.34
-35,12,947.17
-35,13,938.19
-35,14,930.85
-35,15,922.59
-35,16,920.57
-35,17,918.83
-35,18,919.16
-35,19,920.06
-35,20,924.93
-35,21,931.82
-35,22,939.0
-35,23,948.81
-35,24,962.45
-35,25,974.3
-35,26,991.07
-35,27,1008.33
-35,28,1028.52
-35,29,1050.67
-35,30,1074.59
-35,31,1102.96
-35,32,1128.88
-35,33,1161.08
-35,34,1190.72
-35,35,1224.18
-35,36,1260.8
-35,37,1300.06
-35,38,1338.91
-35,39,1381.75
-35,40,1424.21
-35,41,1469.9
-35,42,1517.36
-35,43,1569.53
-35,44,1620.64
-35,45,1676.84
-35,46,1730.21
-35,47,1789.83
-35,48,1850.22
-35,49,1911.18
-35,50,1974.05
-34,-50,5356.46
-34,-49,5223.8
-34,-48,5091.23
-34,-47,4962.16
-34,-46,4835.87
-34,-45,4712.94
-34,-44,4588.95
-34,-43,4466.7
-34,-42,4347.0
-34,-41,4231.45
-34,-40,4116.67
-34,-39,4002.24
-34,-38,3892.0
-34,-37,3782.02
-34,-36,3676.42
-34,-35,3572.24
-34,-34,3468.94
-34,-33,3367.07
-34,-32,3268.57
-34,-31,3171.2
-34,-30,3076.56
-34,-29,2983.31
-34,-28,2891.39
-34,-27,2803.99
-34,-26,2715.85
-34,-25,2630.02
-34,-24,2547.81
-34,-23,2466.88
-34,-22,2387.95
-34,-21,2312.22
-34,-20,2236.61
-34,-19,2160.7
-34,-18,2090.81
-34,-17,2024.71
-34,-16,1956.59
-34,-15,1890.89
-34,-14,1826.27
-34,-13,1767.36
-34,-12,1708.17
-34,-11,1651.25
-34,-10,1596.02
-34,-9,1541.55
-34,-8,1491.92
-34,-7,1443.03
-34,-6,1395.52
-34,-5,1350.42
-34,-4,1306.43
-34,-3,1268.62
-34,-2,1227.66
-34,-1,1191.19
-34,0,1156.49
-34,1,1122.78
-34,2,1093.23
-34,3,1063.5
-34,4,1036.12
-34,5,1011.51
-34,6,987.34
-34,7,965.72
-34,8,947.42
-34,9,934.05
-34,10,916.72
-34,11,902.55
-34,12,892.91
-34,13,883.84
-34,14,873.48
-34,15,870.86
-34,16,867.48
-34,17,865.64
-34,18,868.43
-34,19,870.06
-34,20,873.91
-34,21,882.8
-34,22,891.29
-34,23,903.82
-34,24,914.82
-34,25,929.79
-34,26,945.87
-34,27,966.21
-34,28,989.16
-34,29,1012.19
-34,30,1034.46
-34,31,1062.86
-34,32,1092.28
-34,33,1121.42
-34,34,1154.87
-34,35,1191.02
-34,36,1228.45
-34,37,1264.77
-34,38,1307.37
-34,39,1350.92
-34,40,1396.24
-34,41,1442.01
-34,42,1490.29
-34,43,1544.37
-34,44,1593.34
-34,45,1651.71
-34,46,1708.1
-34,47,1767.76
-34,48,1829.04
-34,49,1890.46
-34,50,1956.48
-33,-50,5239.46
-33,-49,5105.38
-33,-48,4975.71
-33,-47,4850.92
-33,-46,4722.74
-33,-45,4600.53
-33,-44,4476.03
-33,-43,4357.34
-33,-42,4238.8
-33,-41,4124.46
-33,-40,4007.59
-33,-39,3895.97
-33,-38,3788.76
-33,-37,3677.86
-33,-36,3572.17
-33,-35,3467.15
-33,-34,3366.21
-33,-33,3266.96
-33,-32,3167.6
-33,-31,3073.39
-33,-30,2979.99
-33,-29,2886.16
-33,-28,2796.21
-33,-27,2709.24
-33,-26,2623.65
-33,-25,2537.48
-33,-24,2454.56
-33,-23,2377.85
-33,-22,2299.76
-33,-21,2224.19
-33,-20,2149.56
-33,-19,2077.94
-33,-18,2008.18
-33,-17,1938.92
-33,-16,1873.34
-33,-15,1810.73
-33,-14,1746.07
-33,-13,1685.97
-33,-12,1628.65
-33,-11,1573.37
-33,-10,1520.04
-33,-9,1467.08
-33,-8,1416.49
-33,-7,1368.88
-33,-6,1324.45
-33,-5,1277.99
-33,-4,1238.38
-33,-3,1196.63
-33,-2,1159.05
-33,-1,1123.69
-33,0,1090.92
-33,1,1057.34
-33,2,1026.83
-33,3,999.37
-33,4,973.05
-33,5,949.64
-33,6,926.52
-33,7,906.97
-33,8,887.24
-33,9,872.01
-33,10,858.95
-33,11,845.67
-33,12,838.28
-33,13,828.07
-33,14,825.99
-33,15,818.82
-33,16,818.95
-33,17,818.56
-33,18,819.32
-33,19,822.17
-33,20,829.8
-33,21,835.39
-33,22,846.84
-33,23,858.87
-33,24,872.95
-33,25,890.54
-33,26,906.66
-33,27,925.18
-33,28,948.69
-33,29,972.47
-33,30,997.82
-33,31,1026.48
-33,32,1055.95
-33,33,1089.01
-33,34,1124.56
-33,35,1158.44
-33,36,1196.77
-33,37,1235.75
-33,38,1277.0
-33,39,1321.71
-33,40,1369.63
-33,41,1416.42
-33,42,1467.07
-33,43,1518.91
-33,44,1574.41
-33,45,1628.37
-33,46,1688.4
-33,47,1749.5
-33,48,1808.46
-33,49,1872.92
-33,50,1937.41
-32,-50,5122.87
-32,-49,4993.52
-32,-48,4864.17
-32,-47,4737.26
-32,-46,4612.66
-32,-45,4488.59
-32,-44,4367.28
-32,-43,4248.45
-32,-42,4132.58
-32,-41,4019.29
-32,-40,3902.92
-32,-39,3792.7
-32,-38,3685.75
-32,-37,3575.66
-32,-36,3471.84
-32,-35,3367.39
-32,-34,3266.65
-32,-33,3168.81
-32,-32,3071.08
-32,-31,2977.18
-32,-30,2882.23
-32,-29,2792.42
-32,-28,2705.25
-32,-27,2617.05
-32,-26,2532.6
-32,-25,2448.55
-32,-24,2369.84
-32,-23,2287.23
-32,-22,2211.36
-32,-21,2137.65
-32,-20,2064.12
-32,-19,1992.8
-32,-18,1923.39
-32,-17,1858.17
-32,-16,1791.94
-32,-15,1728.52
-32,-14,1668.25
-32,-13,1609.9
-32,-12,1552.38
-32,-11,1498.78
-32,-10,1443.71
-32,-9,1394.33
-32,-8,1343.01
-32,-7,1294.57
-32,-6,1251.71
-32,-5,1208.84
-32,-4,1166.41
-32,-3,1127.64
-32,-2,1092.48
-32,-1,1057.82
-32,0,1023.86
-32,1,991.8
-32,2,962.67
-32,3,934.18
-32,4,911.89
-32,5,891.11
-32,6,868.62
-32,7,849.94
-32,8,832.3
-32,9,816.95
-32,10,804.18
-32,11,792.76
-32,12,783.06
-32,13,775.77
-32,14,770.92
-32,15,768.71
-32,16,767.13
-32,17,769.72
-32,18,771.36
-32,19,777.44
-32,20,785.36
-32,21,793.59
-32,22,804.99
-32,23,816.46
-32,24,832.94
-32,25,848.77
-32,26,868.36
-32,27,890.5
-32,28,911.9
-32,29,938.06
-32,30,964.18
-32,31,993.53
-32,32,1024.77
-32,33,1056.29
-32,34,1093.07
-32,35,1127.75
-32,36,1169.38
-32,37,1208.04
-32,38,1253.64
-32,39,1300.7
-32,40,1342.58
-32,41,1394.08
-32,42,1443.3
-32,43,1497.12
-32,44,1551.09
-32,45,1608.41
-32,46,1666.52
-32,47,1729.89
-32,48,1790.93
-32,49,1856.7
-32,50,1926.46
-31,-50,5012.62
-31,-49,4881.19
-31,-48,4753.4
-31,-47,4627.9
-31,-46,4500.82
-31,-45,4381.6
-31,-44,4260.94
-31,-43,4142.84
-31,-42,4026.33
-31,-41,3913.1
-31,-40,3799.64
-31,-39,3690.51
-31,-38,3582.91
-31,-37,3477.14
-31,-36,3373.11
-31,-35,3270.4
-31,-34,3171.85
-31,-33,3074.09
-31,-32,2976.1
-31,-31,2882.95
-31,-30,2791.47
-31,-29,2699.08
-31,-28,2612.71
-31,-27,2527.29
-31,-26,2442.21
-31,-25,2360.65
-31,-24,2279.35
-31,-23,2203.94
-31,-22,2129.01
-31,-21,2051.24
-31,-20,1981.31
-31,-19,1912.3
-31,-18,1841.75
-31,-17,1776.13
-31,-16,1711.34
-31,-15,1649.3
-31,-14,1591.85
-31,-13,1533.55
-31,-12,1474.91
-31,-11,1423.94
-31,-10,1372.22
-31,-9,1321.69
-31,-8,1272.38
-31,-7,1228.15
-31,-6,1183.37
-31,-5,1140.07
-31,-4,1101.81
-31,-3,1063.68
-31,-2,1027.11
-31,-1,992.32
-31,0,960.01
-31,1,932.64
-31,2,902.56
-31,3,878.65
-31,4,853.87
-31,5,831.15
-31,6,810.89
-31,7,792.56
-31,8,775.09
-31,9,761.47
-31,10,750.33
-31,11,740.09
-31,12,733.3
-31,13,727.79
-31,14,724.31
-31,15,722.33
-31,16,719.75
-31,17,722.47
-31,18,727.9
-31,19,734.05
-31,20,740.23
-31,21,752.23
-31,22,763.38
-31,23,776.69
-31,24,792.5
-31,25,810.88
-31,26,829.01
-31,27,852.45
-31,28,876.96
-31,29,903.19
-31,30,929.99
-31,31,959.65
-31,32,993.76
-31,33,1026.88
-31,34,1061.42
-31,35,1100.63
-31,36,1141.77
-31,37,1183.56
-31,38,1226.85
-31,39,1273.93
-31,40,1322.17
-31,41,1368.88
-31,42,1423.89
-31,43,1478.31
-31,44,1531.7
-31,45,1591.04
-31,46,1651.23
-31,47,1713.65
-31,48,1776.42
-31,49,1843.51
-31,50,1911.9
-30,-50,4900.36
-30,-49,4770.87
-30,-48,4646.91
-30,-47,4518.64
-30,-46,4396.01
-30,-45,4275.63
-30,-44,4156.96
-30,-43,4040.85
-30,-42,3923.95
-30,-41,3810.67
-30,-40,3699.82
-30,-39,3590.15
-30,-38,3483.59
-30,-37,3379.26
-30,-36,3275.15
-30,-35,3175.8
-30,-34,3076.39
-30,-33,2978.76
-30,-32,2883.63
-30,-31,2792.05
-30,-30,2702.46
-30,-29,2610.74
-30,-28,2524.34
-30,-27,2439.68
-30,-26,2357.59
-30,-25,2275.45
-30,-24,2197.39
-30,-23,2119.05
-30,-22,2044.77
-30,-21,1972.2
-30,-20,1899.06
-30,-19,1831.81
-30,-18,1763.98
-30,-17,1700.07
-30,-16,1636.53
-30,-15,1574.68
-30,-14,1517.35
-30,-13,1458.84
-30,-12,1402.07
-30,-11,1351.78
-30,-10,1299.19
-30,-9,1251.89
-30,-8,1205.32
-30,-7,1160.4
-30,-6,1116.61
-30,-5,1075.49
-30,-4,1035.41
-30,-3,998.29
-30,-2,964.84
-30,-1,932.31
-30,0,901.0
-30,1,870.49
-30,2,843.15
-30,3,818.76
-30,4,795.34
-30,5,775.37
-30,6,755.43
-30,7,737.67
-30,8,725.18
-30,9,711.33
-30,10,700.8
-30,11,691.12
-30,12,683.7
-30,13,680.68
-30,14,675.94
-30,15,673.17
-30,16,675.61
-30,17,676.62
-30,18,685.85
-30,19,691.68
-30,20,699.39
-30,21,710.72
-30,22,723.55
-30,23,738.34
-30,24,755.34
-30,25,773.96
-30,26,797.02
-30,27,819.13
-30,28,845.31
-30,29,870.58
-30,30,899.86
-30,31,931.23
-30,32,965.89
-30,33,998.6
-30,34,1034.82
-30,35,1074.8
-30,36,1114.9
-30,37,1158.42
-30,38,1203.61
-30,39,1251.5
-30,40,1300.82
-30,41,1351.69
-30,42,1404.25
-30,43,1457.99
-30,44,1513.84
-30,45,1576.54
-30,46,1637.38
-30,47,1699.25
-30,48,1760.7
-30,49,1832.7
-30,50,1899.21
-29,-50,4789.16
-29,-49,4662.68
-29,-48,4538.01
-29,-47,4410.78
-29,-46,4289.86
-29,-45,4172.4
-29,-44,4054.61
-29,-43,3937.42
-29,-42,3824.83
-29,-41,3713.91
-29,-40,3602.66
-29,-39,3493.93
-29,-38,3385.82
-29,-37,3283.01
-29,-36,3181.24
-29,-35,3080.26
-29,-34,2984.38
-29,-33,2887.22
-29,-32,2792.45
-29,-31,2701.35
-29,-30,2612.06
-29,-29,2523.33
-29,-28,2436.98
-29,-27,2353.09
-29,-26,2270.46
-29,-25,2192.66
-29,-24,2114.4
-29,-23,2036.91
-29,-22,1962.39
-29,-21,1890.65
-29,-20,1819.85
-29,-19,1752.9
-29,-18,1688.06
-29,-17,1621.32
-29,-16,1560.23
-29,-15,1500.64
-29,-14,1442.3
-29,-13,1386.95
-29,-12,1332.65
-29,-11,1280.09
-29,-10,1231.65
-29,-9,1182.84
-29,-8,1138.39
-29,-7,1093.7
-29,-6,1052.06
-29,-5,1010.87
-29,-4,971.46
-29,-3,935.19
-29,-2,902.4
-29,-1,870.43
-29,0,840.66
-29,1,811.22
-29,2,786.13
-29,3,763.56
-29,4,740.48
-29,5,722.41
-29,6,705.2
-29,7,686.06
-29,8,673.46
-29,9,660.55
-29,10,651.12
-29,11,643.0
-29,12,637.56
-29,13,633.51
-29,14,630.46
-29,15,630.72
-29,16,633.21
-29,17,634.31
-29,18,644.59
-29,19,648.52
-29,20,660.94
-29,21,671.55
-29,22,684.92
-29,23,701.22
-29,24,720.38
-29,25,741.7
-29,26,763.23
-29,27,786.75
-29,28,811.86
-29,29,840.47
-29,30,870.59
-29,31,901.11
-29,32,937.27
-29,33,971.89
-29,34,1011.61
-29,35,1052.18
-29,36,1093.33
-29,37,1135.7
-29,38,1183.08
-29,39,1233.36
-29,40,1280.55
-29,41,1332.51
-29,42,1387.47
-29,43,1443.04
-29,44,1501.6
-29,45,1562.16
-29,46,1621.58
-29,47,1685.66
-29,48,1754.54
-29,49,1821.1
-29,50,1890.13
-28,-50,4684.36
-28,-49,4556.88
-28,-48,4432.64
-28,-47,4307.83
-28,-46,4187.17
-28,-45,4069.25
-28,-44,3951.42
-28,-43,3838.65
-28,-42,3723.28
-28,-41,3611.7
-28,-40,3504.84
-28,-39,3396.63
-28,-38,3292.71
-28,-37,3189.91
-28,-36,3086.35
-28,-35,2988.68
-28,-34,2891.26
-28,-33,2799.13
-28,-32,2705.46
-28,-31,2612.12
-28,-30,2524.27
-28,-29,2437.15
-28,-28,2352.33
-28,-27,2269.2
-28,-26,2188.37
-28,-25,2109.85
-28,-24,2032.2
-28,-23,1957.38
-28,-22,1885.72
-28,-21,1812.88
-28,-20,1744.84
-28,-19,1678.63
-28,-18,1611.04
-28,-17,1549.64
-28,-16,1487.35
-28,-15,1430.13
-28,-14,1371.35
-28,-13,1314.66
-28,-12,1262.79
-28,-11,1213.87
-28,-10,1164.33
-28,-9,1118.22
-28,-8,1072.33
-28,-7,1028.53
-28,-6,989.49
-28,-5,949.34
-28,-4,913.22
-28,-3,877.09
-28,-2,842.46
-28,-1,812.79
-28,0,784.3
-28,1,755.65
-28,2,731.33
-28,3,709.91
-28,4,687.3
-28,5,670.23
-28,6,652.48
-28,7,638.6
-28,8,624.39
-28,9,614.35
-28,10,604.83
-28,11,597.57
-28,12,591.95
-28,13,589.12
-28,14,588.54
-28,15,587.88
-28,16,593.23
-28,17,596.78
-28,18,605.49
-28,19,611.69
-28,20,623.47
-28,21,637.74
-28,22,651.85
-28,23,667.73
-28,24,687.39
-28,25,708.76
-28,26,732.84
-28,27,757.02
-28,28,783.79
-28,29,812.55
-28,30,843.81
-28,31,876.48
-28,32,910.48
-28,33,949.47
-28,34,988.53
-28,35,1026.54
-28,36,1072.45
-28,37,1117.48
-28,38,1163.69
-28,39,1211.25
-28,40,1264.59
-28,41,1317.77
-28,42,1371.96
-28,43,1428.93
-28,44,1486.95
-28,45,1549.25
-28,46,1612.95
-28,47,1677.42
-28,48,1744.62
-28,49,1813.08
-28,50,1884.15
-27,-50,4580.34
-27,-49,4452.11
-27,-48,4328.76
-27,-47,4205.75
-27,-46,4086.01
-27,-45,3969.28
-27,-44,3853.72
-27,-43,3741.45
-27,-42,3627.84
-27,-41,3518.6
-27,-40,3407.32
-27,-39,3304.47
-27,-38,3199.55
-27,-37,3099.59
-27,-36,2995.71
-27,-35,2897.59
-27,-34,2805.05
-27,-33,2708.84
-27,-32,2616.79
-27,-31,2526.35
-27,-30,2440.51
-27,-29,2352.24
-27,-28,2269.61
-27,-27,2186.17
-27,-26,2106.87
-27,-25,2027.37
-27,-24,1952.43
-27,-23,1877.39
-27,-22,1807.85
-27,-21,1737.56
-27,-20,1668.74
-27,-19,1603.22
-27,-18,1536.69
-27,-17,1477.67
-27,-16,1418.24
-27,-15,1359.57
-27,-14,1302.95
-27,-13,1249.01
-27,-12,1197.71
-27,-11,1147.16
-27,-10,1098.2
-27,-9,1053.34
-27,-8,1010.32
-27,-7,966.56
-27,-6,926.07
-27,-5,889.75
-27,-4,854.65
-27,-3,818.98
-27,-2,786.77
-27,-1,757.96
-27,0,729.08
-27,1,701.38
-27,2,678.32
-27,3,657.92
-27,4,636.81
-27,5,619.29
-27,6,603.52
-27,7,588.03
-27,8,576.78
-27,9,565.94
-27,10,557.18
-27,11,551.95
-27,12,549.53
-27,13,547.08
-27,14,548.02
-27,15,547.78
-27,16,553.16
-27,17,560.01
-27,18,565.64
-27,19,577.3
-27,20,589.14
-27,21,604.87
-27,22,618.59
-27,23,636.32
-27,24,658.04
-27,25,678.97
-27,26,703.06
-27,27,729.48
-27,28,757.4
-27,29,788.06
-27,30,818.96
-27,31,852.74
-27,32,889.04
-27,33,928.09
-27,34,967.68
-27,35,1009.31
-27,36,1052.25
-27,37,1099.38
-27,38,1146.84
-27,39,1198.06
-27,40,1248.63
-27,41,1303.49
-27,42,1360.89
-27,43,1416.72
-27,44,1477.07
-27,45,1539.28
-27,46,1602.05
-27,47,1669.52
-27,48,1736.16
-27,49,1807.02
-27,50,1877.23
-26,-50,4475.91
-26,-49,4350.06
-26,-48,4229.86
-26,-47,4107.02
-26,-46,3986.89
-26,-45,3871.02
-26,-44,3755.33
-26,-43,3642.94
-26,-42,3533.73
-26,-41,3424.05
-26,-40,3315.62
-26,-39,3210.24
-26,-38,3108.28
-26,-37,3007.15
-26,-36,2908.16
-26,-35,2811.99
-26,-34,2714.7
-26,-33,2621.42
-26,-32,2531.37
-26,-31,2442.06
-26,-30,2356.27
-26,-29,2271.55
-26,-28,2187.49
-26,-27,2107.78
-26,-26,2027.9
-26,-25,1949.65
-26,-24,1875.43
-26,-23,1803.36
-26,-22,1732.61
-26,-21,1663.56
-26,-20,1595.43
-26,-19,1529.77
-26,-18,1469.04
-26,-17,1408.08
-26,-16,1347.18
-26,-15,1290.68
-26,-14,1236.99
-26,-13,1185.04
-26,-12,1132.12
-26,-11,1083.06
-26,-10,1035.41
-26,-9,992.43
-26,-8,947.4
-26,-7,907.43
-26,-6,868.29
-26,-5,831.4
-26,-4,797.17
-26,-3,763.42
-26,-2,730.5
-26,-1,701.09
-26,0,676.82
-26,1,650.11
-26,2,625.72
-26,3,606.0
-26,4,587.31
-26,5,572.45
-26,6,556.19
-26,7,542.57
-26,8,532.25
-26,9,522.66
-26,10,515.6
-26,11,512.11
-26,12,507.91
-26,13,506.32
-26,14,508.9
-26,15,510.71
-26,16,515.19
-26,17,523.05
-26,18,531.71
-26,19,542.57
-26,20,554.23
-26,21,571.95
-26,22,586.34
-26,23,609.29
-26,24,628.12
-26,25,652.45
-26,26,675.55
-26,27,701.63
-26,28,732.69
-26,29,762.0
-26,30,796.5
-26,31,830.64
-26,32,866.66
-26,33,906.82
-26,34,948.54
-26,35,991.77
-26,36,1034.77
-26,37,1081.38
-26,38,1131.42
-26,39,1182.34
-26,40,1236.99
-26,41,1290.72
-26,42,1348.46
-26,43,1407.2
-26,44,1467.32
-26,45,1528.68
-26,46,1595.54
-26,47,1661.7
-26,48,1734.25
-26,49,1803.4
-26,50,1874.49
-25,-50,4377.12
-25,-49,4252.07
-25,-48,4129.01
-25,-47,4007.51
-25,-46,3891.21
-25,-45,3775.01
-25,-44,3660.51
-25,-43,3548.76
-25,-42,3439.16
-25,-41,3330.39
-25,-40,3226.54
-25,-39,3121.16
-25,-38,3019.96
-25,-37,2918.82
-25,-36,2820.91
-25,-35,2724.89
-25,-34,2632.69
-25,-33,2539.53
-25,-32,2449.8
-25,-31,2361.31
-25,-30,2273.77
-25,-29,2191.22
-25,-28,2109.24
-25,-27,2029.07
-25,-26,1953.09
-25,-25,1876.21
-25,-24,1800.67
-25,-23,1729.2
-25,-22,1658.44
-25,-21,1590.72
-25,-20,1526.35
-25,-19,1462.46
-25,-18,1400.06
-25,-17,1337.48
-25,-16,1282.0
-25,-15,1224.73
-25,-14,1169.48
-25,-13,1120.07
-25,-12,1068.94
-25,-11,1020.84
-25,-10,975.4
-25,-9,930.54
-25,-8,889.77
-25,-7,848.45
-25,-6,811.86
-25,-5,772.51
-25,-4,741.5
-25,-3,709.88
-25,-2,679.66
-25,-1,651.08
-25,0,624.76
-25,1,600.16
-25,2,579.18
-25,3,558.29
-25,4,540.65
-25,5,525.51
-25,6,513.89
-25,7,499.56
-25,8,487.53
-25,9,481.15
-25,10,474.42
-25,11,471.18
-25,12,468.12
-25,13,471.01
-25,14,471.44
-25,15,473.78
-25,16,480.82
-25,17,488.64
-25,18,499.86
-25,19,511.28
-25,20,526.17
-25,21,542.49
-25,22,560.38
-25,23,579.78
-25,24,600.67
-25,25,625.38
-25,26,650.05
-25,27,680.3
-25,28,707.08
-25,29,740.84
-25,30,775.37
-25,31,812.62
-25,32,848.66
-25,33,889.87
-25,34,931.2
-25,35,976.29
-25,36,1021.57
-25,37,1069.34
-25,38,1119.68
-25,39,1171.5
-25,40,1226.01
-25,41,1281.56
-25,42,1339.87
-25,43,1397.54
-25,44,1460.16
-25,45,1524.44
-25,46,1588.85
-25,47,1659.72
-25,48,1729.32
-25,49,1800.44
-25,50,1875.25
-24,-50,4276.46
-24,-49,4152.51
-24,-48,4032.39
-24,-47,3912.38
-24,-46,3795.24
-24,-45,3681.2
-24,-44,3567.86
-24,-43,3457.25
-24,-42,3347.79
-24,-41,3240.66
-24,-40,3134.41
-24,-39,3033.73
-24,-38,2931.95
-24,-37,2833.41
-24,-36,2734.98
-24,-35,2639.92
-24,-34,2547.75
-24,-33,2454.48
-24,-32,2368.14
-24,-31,2279.5
-24,-30,2195.76
-24,-29,2113.61
-24,-28,2032.1
-24,-27,1952.11
-24,-26,1876.8
-24,-25,1801.8
-24,-24,1727.13
-24,-23,1657.06
-24,-22,1587.08
-24,-21,1520.35
-24,-20,1454.93
-24,-19,1392.84
-24,-18,1331.48
-24,-17,1274.93
-24,-16,1215.0
-24,-15,1161.43
-24,-14,1109.18
-24,-13,1058.03
-24,-12,1006.63
-24,-11,960.11
-24,-10,915.69
-24,-9,872.52
-24,-8,831.49
-24,-7,792.41
-24,-6,757.65
-24,-5,720.17
-24,-4,686.63
-24,-3,655.61
-24,-2,627.72
-24,-1,599.93
-24,0,575.38
-24,1,554.65
-24,2,532.42
-24,3,510.98
-24,4,495.94
-24,5,481.95
-24,6,468.63
-24,7,455.62
-24,8,447.54
-24,9,439.65
-24,10,435.22
-24,11,434.51
-24,12,433.0
-24,13,431.4
-24,14,433.95
-24,15,441.37
-24,16,447.72
-24,17,457.28
-24,18,469.17
-24,19,480.88
-24,20,494.89
-24,21,513.47
-24,22,532.51
-24,23,554.73
-24,24,575.75
-24,25,602.68
-24,26,629.57
-24,27,656.81
-24,28,689.35
